,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
1078,ID 100288994,homeowner,https://www.cian.ru/sale/flat/286046754/,Москва,sale,flat,3,9,2,118.8,-1,0,57000000,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,Каретный плаза
1079,Галина Каримова,realtor,https://www.cian.ru/sale/flat/300018901/,Москва,sale,flat,4,9,2,54.4,-1,0,58400000,Беговой,Верхняя ,22,Белорусская,Оливковый дом
1080,Diamant Estate,real_estate_agent,https://www.cian.ru/sale/flat/300028754/,Москва,sale,flat,17,34,2,68.2,-1,0,61000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
1081,Елена Нестеренко,realtor,https://www.cian.ru/sale/flat/290422201/,Москва,sale,flat,3,6,2,49.0,-1,0,64000000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
1082,CHIP.AGENCY,real_estate_agent,https://www.cian.ru/sale/flat/299746602/,Москва,sale,flat,79,95,2,72.9,-1,0,65500000,Пресненский,набережная Пресненская,12,Деловой центр,Башня Федерация
1083,Ксения Тищенкова,realtor,https://www.cian.ru/sale/flat/297845963/,Москва,sale,flat,4,57,2,110.0,-1,0,66000000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
1084,MUST HAVE BURO,real_estate_agent,https://www.cian.ru/sale/flat/301124146/,Москва,sale,flat,3,10,2,53.5,-1,0,70000000,Пресненский,Малый Кисловский переулок,3,Арбатская,Рахманинов
1085,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/294770347/,Москва,sale,flat,5,8,2,60.0,-1,0,74900000,Таганский,Тессинский переулок,3,Чкаловская,"Тессинский, 1"
1086,MUST HAVE BURO,real_estate_agent,https://www.cian.ru/sale/flat/301706557/,Москва,sale,flat,2,10,2,67.8,-1,0,85000000,Тверской, Палиха,4,Менделеевская,Клубный дом Maison Rouge
1087,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297708682/,Москва,sale,flat,2,5,2,76.0,-1,0,84400000,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA
1088,ID 413058,realtor,https://www.cian.ru/sale/flat/297753284/,Москва,sale,flat,3,4,2,61.8,-1,0,85900000,Хамовники,Малый Левшинский переулок,10,Парк Культуры,
1089,MUST HAVE BURO,real_estate_agent,https://www.cian.ru/sale/flat/294069323/,Москва,sale,flat,2,7,2,111.0,-1,0,110000000,Арбат,1-й Смоленский переулок,21,Смоленская,Smolensky De Luxe
1090,GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539780/,Москва,sale,flat,5,6,2,117.0,-1,0,115000000,Хамовники,3-й Обыденский переулок,2,Кропоткинская,
1091,Анастасия Журкевич,realtor,https://www.cian.ru/sale/flat/295350545/,Москва,sale,flat,5,8,2,91.0,-1,0,133144654,Пресненский,Малый Козихинский переулок,7,Пушкинская,
1092,,,https://www.cian.ru/sale/flat/285925205/,Москва,sale,flat,4,9,2,75.3,-1,0,135540000,Хамовники,2-й Неопалимовский переулок,3,Парк Культуры,Клубный особняк High Garden
1093,ALVO Group,real_estate_agent,https://www.cian.ru/sale/flat/297469657/,Москва,sale,flat,3,5,2,104.0,-1,0,150000000,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
1094,,,https://www.cian.ru/sale/flat/285924533/,Москва,sale,flat,4,9,2,87.9,-1,0,158220000,Хамовники,2-й Неопалимовский переулок,3,Парк Культуры,Клубный особняк High Garden
1095,Виктория Малинбойм,realtor,https://www.cian.ru/sale/flat/300005419/,Москва,sale,flat,3,10,2,113.5,-1,0,182000000,Тверской,Большая Грузинская ,69,Белорусская,Четыре Ветра
1096,TROIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300562569/,Москва,sale,flat,5,6,2,100.0,-1,0,192830189,Хамовники,Пожарский переулок,3,Кропоткинская,Villa Grace
1097,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/295919515/,Москва,sale,flat,1,9,-1,36.7,-1,0,1300000,Перово, Металлургов,6,Перово,
1098,ID 95938,realtor,https://www.cian.ru/sale/flat/298072275/,Москва,sale,flat,4,5,2,51.0,-1,0,6700000,пос. Рогово, Школьная,17,,
1099,Liberty Estate,real_estate_agent,https://www.cian.ru/sale/flat/299046481/,Москва,sale,flat,2,7,2,42.3,-1,0,7200000,, Медовая Долина,1к2,Санино,
1100,ID 53878530,real_estate_agent,https://www.cian.ru/sale/flat/299185443/,Москва,sale,flat,1,14,2,39.0,-1,0,7850000,, Омская,9,Аэропорт Внуково,Внуково 2017
1101,ID 111063984,homeowner,https://www.cian.ru/sale/flat/300242071/,Москва,sale,flat,3,5,2,44.0,-1,0,7900000,, Школьная,12,Кокошкино,
1102,Галина Стеблякова,realtor,https://www.cian.ru/sale/flat/295688091/,Москва,sale,flat,12,12,2,38.5,-1,0,8000000,,,18,Коммунарка,
1103,ID 79464096,homeowner,https://www.cian.ru/sale/flat/289211505/,Москва,sale,flat,12,18,2,32.6,-1,0,8300000,Крюково,проспект Георгиевский,33к5,Митино,Жемчужина Зеленограда
1104,ID 89413947,realtor,https://www.cian.ru/sale/flat/301114893/,Москва,sale,flat,8,12,2,63.3,-1,0,8300000,, Гореловская,3,Силикатная,
1105,ID 94286673,homeowner,https://www.cian.ru/sale/flat/301774524/,Москва,sale,flat,3,4,2,46.7,-1,0,8500000,, Солнечная,3А,Рассказовка,Клубный дом Солнечный
1106,Руслан Рогов,realtor,https://www.cian.ru/sale/flat/301620056/,Москва,sale,flat,2,9,2,37.0,-1,0,8899000,Гольяново,Щелковское шоссе,45,Щёлковская,
1107,ID 96232923,homeowner,https://www.cian.ru/sale/flat/278777773/,Москва,sale,flat,4,4,2,71.0,-1,0,9150000,, Троицкая,2/1,Остафьево,
1108,ID 330664,realtor,https://www.cian.ru/sale/flat/300918985/,Москва,sale,flat,7,7,2,59.0,-1,0,9200000,, Медовая Долина,1к2,Санино,
1109,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153006/,Москва,sale,flat,3,3,2,65.3,-1,0,9350000,, Борисоглебская Слобода,19,Апрелевка,Борисоглебское
1110,ID 57473059,homeowner,https://www.cian.ru/sale/flat/289714004/,Москва,sale,flat,9,9,2,63.8,-1,0,9400000,, Андерсена,2,Коммунарка,Андерсен
1111,Максим Соколов,realtor,https://www.cian.ru/sale/flat/299531552/,Москва,sale,flat,1,5,2,50.7,-1,0,9500000,Очаково-Матвеевское,Большая Очаковская ,11,Очаково,
1112,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098558/,Москва,sale,flat,14,14,2,40.0,-1,0,9500000,, Омская,8,Аэропорт Внуково,Внуково 2017
1113,ID 79234919,homeowner,https://www.cian.ru/sale/flat/297533530/,Москва,sale,flat,4,4,2,60.0,-1,0,9500000,пос. Рогово, Березки,,,Кутузовские берёзы
1114,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298618899/,Москва,sale,flat,1,5,2,44.8,-1,0,9600000,Восточное Измайлово,Измайловский проспект,87,Первомайская,
1115,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/297115546/,Москва,sale,flat,4,9,2,44.3,-1,0,9700000,Марьино,Подольская ,9,Перерва,
1116,ID 44026408,homeowner,https://www.cian.ru/sale/flat/295313435/,Москва,sale,flat,16,18,2,42.2,-1,0,9677777,, Александры Монаховой,90к6,Бунинская аллея,Бунинские луга
1117,ID 44988,homeowner,https://www.cian.ru/sale/flat/298102693/,Москва,sale,flat,1,14,2,40.0,-1,0,9800000,, Фитаревская,19к1,Коммунарка,Garden Park Эдальго
1118,Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/301648641/,Москва,sale,flat,16,17,2,65.0,-1,0,9899999,Южное Бутово, Маршала Савицкого,26,Щербинка,
1119,ID 85569806,realtor,https://www.cian.ru/sale/flat/300502907/,Москва,sale,flat,1,9,2,38.0,-1,0,9900000,Кузьминки,Окская ,36К1,Окская,
1120,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153301/,Москва,sale,flat,11,15,2,36.0,-1,0,10000000,Нижегородский,Подъемная ,1,Калитники,
1121,ID 55927231,homeowner,https://www.cian.ru/sale/flat/301212470/,Москва,sale,flat,9,9,2,44.0,-1,0,9999999,Люблино,Краснодонская ,34,Люблино,
1122,Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/301139828/,Москва,sale,flat,7,9,2,44.5,-1,0,10100000,Бирюлево Восточное,Бирюлевская ,29К1,Царицыно,
1123,Анна Ютовец,realtor,https://www.cian.ru/sale/flat/299124774/,Москва,sale,flat,2,12,2,36.9,-1,0,10150000,Выхино-Жулебино, Хлобыстова,16К1,Выхино,
1124,ID 389596,unknown,https://www.cian.ru/sale/flat/291024191/,Москва,sale,flat,4,23,2,38.4,-1,0,10250000,Некрасовка, Маресьева,7к2,Некрасовка,Квартал Некрасовка
1125,ID 114400052,homeowner,https://www.cian.ru/sale/flat/300510506/,Москва,sale,flat,11,12,2,57.6,-1,0,10400000,Печатники, Полбина,23К1,Депо,
1126,ID 115003717,homeowner,https://www.cian.ru/sale/flat/300430136/,Москва,sale,flat,9,19,2,54.9,-1,0,10400000,Молжаниновский,Синявинская ,11к16,Новоподрезково,
1127,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153276/,Москва,sale,flat,1,14,2,56.0,-1,0,10450000,, Яворки,1к3,Коммунарка,Кленовые Аллеи
1128,Светлана Калиниченко,realtor,https://www.cian.ru/sale/flat/300240750/,Москва,sale,flat,8,9,2,42.2,-1,0,10500000,Северное Измайлово,Сиреневый бульвар,73К1,Щёлковская,
1129,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/291049452/,Москва,sale,flat,6,9,2,42.8,-1,0,10500000,Печатники, Полбина,42,Люблино,
1130,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/296471578/,Москва,sale,flat,5,5,2,43.1,-1,0,10500000,Кунцево, 2-я Новорублевская,15к1,Строгино,
1131,ID 113388471,homeowner,https://www.cian.ru/sale/flat/301006866/,Москва,sale,flat,1,5,2,41.5,-1,0,10550000,Текстильщики, 8-я Текстильщиков,5А,Текстильщики,
1132,Владис,real_estate_agent,https://www.cian.ru/sale/flat/296944257/,Москва,sale,flat,10,17,2,59.0,-1,0,10650000,, Яворки,1к5,Коммунарка,Кленовые Аллеи
1133,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301518517/,Москва,sale,flat,8,14,2,38.0,-1,0,10700000,Покровское-Стрешнево, Малая Набережная,5с1,Тушинская,
1134,Алла Шмелева,realtor,https://www.cian.ru/sale/flat/294746939/,Москва,sale,flat,8,12,2,48.0,-1,0,10700000,Перово, Плющева,18К1,Перово,
1135,Александр Ясырев,realtor,https://www.cian.ru/sale/flat/301231619/,Москва,sale,flat,5,9,2,44.2,-1,0,10690000,Вешняки,Реутовская ,4,Новогиреево,
1136,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299021060/,Москва,sale,flat,9,12,2,37.2,-1,0,10800000,Гольяново,Чусовская ,13,Щёлковская,
1137,Будь первым,real_estate_agent,https://www.cian.ru/sale/flat/298565188/,Москва,sale,flat,2,9,2,44.2,-1,0,10890000,Печатники, Кухмистерова,18,Люблино,
1138,CENTURY 21 Milestone,real_estate_agent,https://www.cian.ru/sale/flat/300290874/,Москва,sale,flat,2,17,2,54.1,-1,0,10800000,Некрасовка,Рождественская ,21к6,Некрасовка,
1139,Квартет-М,real_estate_agent,https://www.cian.ru/sale/flat/297743818/,Москва,sale,flat,5,9,2,47.7,-1,0,10999999,Текстильщики,Грайвороновская ,16К3,Текстильщики,
1140,СДЕЛКА,real_estate_agent,https://www.cian.ru/sale/flat/301643454/,Москва,sale,flat,5,9,2,45.0,-1,0,10999999,Бескудниковский,Бескудниковский бульвар,20К2,Селигерская,
1141,Офис на Серпуховской,real_estate_agent,https://www.cian.ru/sale/flat/300570970/,Москва,sale,flat,6,25,2,40.1,-1,0,10900000,,,5,Коммунарка,Эдальго
1142,Юлия Чинарева,realtor,https://www.cian.ru/sale/flat/295763803/,Москва,sale,flat,2,9,2,43.7,-1,0,10900000,Преображенское,Халтуринская ,19,Бульвар Рокоссовского,
1143,СИСТЕМА,real_estate_agent,https://www.cian.ru/sale/flat/298346238/,Москва,sale,flat,4,9,2,45.0,-1,0,10950000,Дмитровский,Клязьминская ,32,Лианозово,
1144,ID 116325726,homeowner,https://www.cian.ru/sale/flat/301804258/,Москва,sale,flat,9,9,2,39.5,-1,0,10990000,Гольяново,Алтайская ,26,Щёлковская,
1145,ID 73572078,unknown,https://www.cian.ru/sale/flat/300616262/,Москва,sale,flat,7,16,2,50.4,-1,0,10900000,Орехово-Борисово Южное,Воронежская ,24,Зябликово,
1146,Гретта Асриян,realtor,https://www.cian.ru/sale/flat/301058154/,Москва,sale,flat,5,14,2,65.1,-1,0,10950000,, Харлампиева,48к2,Филатов Луг,Спортивный квартал
1147,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297829179/,Москва,sale,flat,5,9,2,45.4,-1,0,11000000,Гольяново,Красноярская ,13,Щёлковская,
1148,Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/298705735/,Москва,sale,flat,5,5,2,41.0,-1,0,11000000,Можайский, Багрицкого,45,Кунцевская,
1149,Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/297426542/,Москва,sale,flat,14,16,2,72.2,-1,0,11000000,, Агрохимическая,3,Толстопальцево,Внуково Парк
1150,Наталья Юркенас,realtor,https://www.cian.ru/sale/flat/298882519/,Москва,sale,flat,10,10,2,48.3,-1,0,11000000,Дмитровский,Дмитровское шоссе,107Б,Яхромская,Город daily
1151,Классика,real_estate_agent,https://www.cian.ru/sale/flat/299151881/,Москва,sale,flat,7,12,2,70.5,-1,0,11000000,, Труда,9,Кокошкино,
1152,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153051/,Москва,sale,flat,1,9,2,44.1,-1,0,11000000,Печатники, Полбина,20,Люблино,
1153,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/299361979/,Москва,sale,flat,5,9,2,45.0,-1,0,11000000,Вешняки,Вешняковская ,27К5,Новогиреево,
1154,ID 88010718,realtor,https://www.cian.ru/sale/flat/301295648/,Москва,sale,flat,10,12,2,37.8,-1,0,11000000,Нижегородский,Нижегородская ,72/2,Калитники,
1155,Виктор Косогоров,realtor,https://www.cian.ru/sale/flat/298160398/,Москва,sale,flat,2,9,2,44.9,-1,0,11190000,Выхино-Жулебино,Ферганский проезд,3К1,Юго-Восточная,
1156,ID 50403,homeowner,https://www.cian.ru/sale/flat/297794269/,Москва,sale,flat,12,14,2,50.0,-1,0,11100000,,шоссе Остафьевское,12к1,Щербинка,Остафьево
1157,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/298965902/,Москва,sale,flat,9,17,2,50.8,-1,0,11200000,Южное Бутово,Варшавское шоссе,282к2,Щербинка,Никольские луга
1158,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300986446/,Москва,sale,flat,10,12,2,52.0,-1,0,11200000,Бирюлево Восточное,Липецкая ,34/25,Царицыно,
1159,Наталья Сказка,realtor,https://www.cian.ru/sale/flat/300116941/,Москва,sale,flat,3,12,2,47.0,-1,0,11250000,Бирюлево Западное,Харьковская ,1К3,Пражская,
1160,Владис,real_estate_agent,https://www.cian.ru/sale/flat/295895327/,Москва,sale,flat,1,12,2,46.1,-1,0,11400000,Лосиноостровский,1-я Напрудная ,9,Бабушкинская,
1161,Космополис,real_estate_agent,https://www.cian.ru/sale/flat/300737758/,Москва,sale,flat,2,9,2,43.8,-1,0,11400000,Чертаново Центральное,Чертановская ,39К2,Пражская,
1162,ID 114614322,homeowner,https://www.cian.ru/sale/flat/299985707/,Москва,sale,flat,8,9,2,37.1,-1,0,11300000,Северное Медведково, Тихомирова,11К2,Медведково,
1163,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299560653/,Москва,sale,flat,8,9,2,37.7,-1,0,11500000,Бескудниковский,Бескудниковский бульвар,20К3,Селигерская,
1164,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/293078878/,Москва,sale,flat,3,16,2,52.2,-1,0,11500000,Дмитровский,Коровинское шоссе,34,Грачёвская,
1165,Павел Соловьев,realtor,https://www.cian.ru/sale/flat/300886630/,Москва,sale,flat,11,12,2,37.6,-1,0,11500000,Солнцево,Солнцевский проспект,28,Солнцево,
1166,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/299468868/,Москва,sale,flat,2,9,2,43.0,-1,0,11500000,Люблино,Краснодонская ,27,Люблино,
1167,Елена Корнийчук,realtor,https://www.cian.ru/sale/flat/286347341/,Москва,sale,flat,2,13,2,52.7,-1,0,11500000,,,к4С,Прокшино,Рашен Дизайн Дистрикт ЖК
1168,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301554271/,Москва,sale,flat,1,12,2,50.0,-1,0,11500000,Выхино-Жулебино,Рязанский проспект,68К1,Выхино,
1169,Дмитрий Ломовцев,realtor,https://www.cian.ru/sale/flat/301153929/,Москва,sale,flat,2,9,2,44.4,-1,0,11500000,Можайский,Гвардейская ,14,Рабочий посёлок,
1170,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/300053925/,Москва,sale,flat,3,12,2,38.0,-1,0,11500000,Перово,Перовская ,4К2,Шоссе Энтузиастов,
1171,Космополис,real_estate_agent,https://www.cian.ru/sale/flat/301109994/,Москва,sale,flat,4,9,2,44.4,-1,0,11500000,Чертаново Южное,Чертановская ,64К2,Улица Академика Янгеля,
1172,Екатерина Филатова,realtor,https://www.cian.ru/sale/flat/301423270/,Москва,sale,flat,4,9,2,42.9,-1,0,11490000,Царицыно,Кантемировская ,19,Кантемировская,
1173,Дарья Савченко,realtor,https://www.cian.ru/sale/flat/300804494/,Москва,sale,flat,7,12,2,48.2,-1,0,11600000,Чертаново Южное, Газопровод,3К1,Улица Академика Янгеля,
1174,Анжела Руднева,realtor,https://www.cian.ru/sale/flat/301651967/,Москва,sale,flat,6,9,2,44.7,-1,0,11550000,Гольяново,Хабаровская ,23К2,Щёлковская,
1175,ID 41062,real_estate_agent,https://www.cian.ru/sale/flat/301220975/,Москва,sale,flat,2,9,2,44.0,-1,0,11600000,Северное Тушино,Планерная ,14К5,Планерная,
1176,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301362239/,Москва,sale,flat,7,9,2,43.0,-1,0,11600000,Солнцево,Родниковая ,16К3,Боровское шоссе,
1177,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/287768560/,Москва,sale,flat,5,5,2,45.2,-1,0,11700000,Преображенское,Большая Черкизовская ,3К7,Преображенская площадь,
1178,Космополис,real_estate_agent,https://www.cian.ru/sale/flat/299987714/,Москва,sale,flat,3,12,2,45.8,-1,0,11700000,Бирюлево Западное,Булатниковский проезд,10к3,Пражская,
1179,ID 22809649,realtor,https://www.cian.ru/sale/flat/299440062/,Москва,sale,flat,6,15,2,35.5,-1,0,11690000,Коньково,Профсоюзная ,69,Беляево,Дом на Профсоюзной 69
1180,ID 116166608,homeowner,https://www.cian.ru/sale/flat/301619650/,Москва,sale,flat,4,14,2,49.0,-1,0,11700000,, Логинова,5к2,Щербинка,Остафьево
1181,ID 101535466,realtor,https://www.cian.ru/sale/flat/297490775/,Москва,sale,flat,1,9,2,44.8,-1,0,11884000,Чертаново Южное,Чертановская ,51К3,Улица Академика Янгеля,
1182,Нелли Черноволова,realtor,https://www.cian.ru/sale/flat/297961592/,Москва,sale,flat,7,12,2,46.2,-1,0,11800000,Зябликово,Шипиловская ,62/1,Шипиловская,
1183,ID 14124638,homeowner,https://www.cian.ru/sale/flat/292767565/,Москва,sale,flat,4,12,2,50.7,-1,0,11820000,Марьино,Донецкая ,15,Курьяново,
1184,Светлана Баринова,realtor,https://www.cian.ru/sale/flat/301311080/,Москва,sale,flat,9,12,2,49.4,-1,0,11990000,Преображенское,2-я Пугачевская ,5к1,Преображенская площадь,
1185,ID 176538,realtor,https://www.cian.ru/sale/flat/299084454/,Москва,sale,flat,14,17,2,54.0,-1,0,11900000,Внуково,Интернациональная ,4,Аэропорт Внуково,
1186,БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/300598476/,Москва,sale,flat,5,5,2,43.6,-1,0,11900000,Коптево,Коптевская ,8,Коптево,
1187,Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/297796650/,Москва,sale,flat,7,19,2,55.2,-1,0,11999000,Некрасовка,Рождественская ,21к2,Некрасовка,
1188,Владис,real_estate_agent,https://www.cian.ru/sale/flat/293032694/,Москва,sale,flat,11,14,2,52.2,-1,0,11950000,Бирюлево Западное,Востряковский проезд,15К2,Битца,
1189,ID 95421009,homeowner,https://www.cian.ru/sale/flat/281275432/,Москва,sale,flat,8,9,2,44.2,-1,0,11940000,Кунцево, Леси Украинки,4К1,Рабочий посёлок,
1190,ID 107562729,homeowner,https://www.cian.ru/sale/flat/301773705/,Москва,sale,flat,4,12,2,40.0,-1,0,11950000,Дмитровский, Софьи Ковалевской,18,Яхромская,
1191,ID 47519477,homeowner,https://www.cian.ru/sale/flat/300010654/,Москва,sale,flat,4,9,2,47.3,-1,0,11975000,Орехово-Борисово Южное,Домодедовская ,33,Домодедовская,
1192,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300017664/,Москва,sale,flat,7,12,2,46.8,-1,0,12000000,Бабушкинский,Печорская ,6,Бабушкинская,
1193,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/296083968/,Москва,sale,flat,2,9,2,43.0,-1,0,12000000,Северное Тушино,Туристская ,20К1,Планерная,
1194,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/295803072/,Москва,sale,flat,1,8,2,42.0,-1,0,12000000,Богородское,бульвар Маршала Рокоссовского,29/13,Бульвар Рокоссовского,
1195,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153409/,Москва,sale,flat,2,9,2,39.2,-1,0,12000000,Гольяново,Камчатская ,4,Щёлковская,
1196,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301204626/,Москва,sale,flat,1,5,2,43.0,-1,0,12000000,Можайский,Гвардейская ,15К1,Рабочий посёлок,
1197,Надежда Жвикова,realtor,https://www.cian.ru/sale/flat/300905989/,Москва,sale,flat,9,17,2,51.2,-1,0,12000000,, Георгиевская,3,Рассказовка,Град Московский
1198,ID 108963389,homeowner,https://www.cian.ru/sale/flat/301617762/,Москва,sale,flat,3,9,2,42.3,-1,0,12100000,Ярославский,Палехская ,17,Медведково,
1199,Наталия Ермакова,realtor,https://www.cian.ru/sale/flat/278979821/,Москва,sale,flat,2,12,2,51.0,-1,0,12000000,Бирюлево Западное,Востряковский проезд,13К2,Битца,
1200,Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/301225258/,Москва,sale,flat,4,5,2,42.0,-1,0,12300000,Царицыно,Каспийская ,6,Царицыно,
1201,ID 78774,unknown,https://www.cian.ru/sale/flat/297642807/,Москва,sale,flat,9,14,2,39.0,-1,0,12300000,Коньково, Введенского,13К1,Беляево,
1202,БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/293667030/,Москва,sale,flat,3,9,2,44.0,-1,0,12490000,Кузьминки,Зеленодольская ,32К3,Кузьминки,
1203,ID 84462166,homeowner,https://www.cian.ru/sale/flat/298563726/,Москва,sale,flat,2,16,2,52.0,-1,0,12499000,Бирюлево Восточное,Липецкая ,50,,
1204,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/296206157/,Москва,sale,flat,8,9,2,42.9,-1,0,12600000,Орехово-Борисово Северное,Шипиловский проезд,43К3,Орехово,
1205,Олег Гапонов,realtor,https://www.cian.ru/sale/flat/295338324/,Москва,sale,flat,6,9,2,38.0,-1,0,12500000,Можайский,Можайское шоссе,40,Рабочий посёлок,
1206,Макромир,real_estate_agent,https://www.cian.ru/sale/flat/300303448/,Москва,sale,flat,13,16,2,50.9,-1,0,12500000,Дмитровский,Лобненская ,12К2,Лианозово,
1207,SHESHIN HOUSE,real_estate_agent,https://www.cian.ru/sale/flat/295463619/,Москва,sale,flat,9,12,2,48.0,-1,0,12600000,Теплый Стан, Теплый Стан,5К2,Тёплый Стан,
1208,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/299632292/,Москва,sale,flat,8,12,2,55.2,-1,0,12500000,Ивановское,Челябинская ,6,Новогиреево,
1209,Дмитрий Ломовцев,realtor,https://www.cian.ru/sale/flat/301178737/,Москва,sale,flat,4,12,2,44.7,-1,0,12500000,Южное Тушино,бульвар Яна Райниса,25,Сходненская,
1210,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/301299578/,Москва,sale,flat,4,5,2,43.0,-1,0,12500000,Измайлово,5-я Парковая ,28,Первомайская,
1211,ID 95313064,homeowner,https://www.cian.ru/sale/flat/301737359/,Москва,sale,flat,1,5,2,44.0,-1,0,12500000,Царицыно,Ереванская ,16К1,Царицыно,
1212,ID 17979791,homeowner,https://www.cian.ru/sale/flat/301084169/,Москва,sale,flat,4,9,2,44.0,-1,0,12500000,Орехово-Борисово Северное,Шипиловская ,6К2,Орехово,
1213,ID 62571176,unknown,https://www.cian.ru/sale/flat/300748299/,Москва,sale,flat,4,33,2,36.0,-1,0,12500000,Нижегородский,Перовское шоссе,2к3,Нижегородская,Перовское 2
1214,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/300270509/,Москва,sale,flat,5,19,2,55.5,-1,0,12700000,Некрасовка,Рождественская ,16,Некрасовка,
1215,ID 72332869,realtor,https://www.cian.ru/sale/flat/300396312/,Москва,sale,flat,2,16,2,53.6,-1,0,12700000,Бирюлево Восточное,Липецкая ,2/16,Царицыно,
1216,ID 56172596,unknown,https://www.cian.ru/sale/flat/300789687/,Москва,sale,flat,12,12,2,55.0,-1,0,12700000,Косино-Ухтомский,Салтыковская ,6/2к2,Новокосино,мой адрес На Салтыковской
1217,ID 115952933,homeowner,https://www.cian.ru/sale/flat/301613690/,Москва,sale,flat,6,9,2,47.9,-1,0,12700000,Нагорный,Болотниковская ,10,Нахимовский проспект,
1218,БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/301313044/,Москва,sale,flat,5,5,2,45.0,-1,0,12750000,Перово,Перовская ,38К4,Перово,
1219,Светлана Ткач,realtor,https://www.cian.ru/sale/flat/297479010/,Москва,sale,flat,7,12,2,45.0,-1,0,12800000,Головинский,Авангардная ,8К3,Водный стадион,
1220,ID 7013,realtor,https://www.cian.ru/sale/flat/301633436/,Москва,sale,flat,2,11,2,56.2,-1,0,12899000,, 1-я Нововатутинская,5,Ольховая,"Новые Ватутинки, мкр. Центральный"
1221,ID 86408726,homeowner,https://www.cian.ru/sale/flat/297268031/,Москва,sale,flat,2,8,2,53.1,-1,0,12850000,Южное Бутово,Южнобутовская ,86К1,Бунинская аллея,
1222,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/298396637/,Москва,sale,flat,5,5,2,44.7,-1,0,12900000,Перово,Братская ,7,Перово,
1223,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/301009824/,Москва,sale,flat,2,8,2,44.4,-1,0,12900000,Соколиная гора,проспект Буденного,39К1,Соколиная гора,
