,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
761,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298169362/,Москва,sale,flat,10,25,3,105.9,-1,0,31000000,Солнцево,Солнцевский проспект,6к1,Солнцево,
762,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301120193/,Москва,sale,flat,6,7,3,80.0,-1,0,31000000,Филевский парк, Олеко Дундича,5,Багратионовская,
763,ID 107328710,realtor,https://www.cian.ru/sale/flat/301203222/,Москва,sale,flat,19,24,3,86.0,-1,0,31000000,Дмитровский,Дмитровское шоссе,107к2,Яхромская,Летний сад
764,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301643242/,Москва,sale,flat,11,22,3,98.6,-1,0,31500000,Левобережный,Ленинградское шоссе,130к3,Беломорская,
765,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/295036840/,Москва,sale,flat,19,28,3,86.0,-1,0,31500000,Лефортово,проезд Невельского,1к1,Авиамоторная,Символ
766,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/296712767/,Москва,sale,flat,8,9,3,70.0,-1,0,31600000,Басманный,Нижняя Красносельская ,35С49,Бауманская,Лофтек
767,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296139192/,Москва,sale,flat,24,44,3,69.0,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
768,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/284610807/,Москва,sale,flat,24,44,3,70.0,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
769,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298880124/,Москва,sale,flat,5,5,3,60.0,-1,0,32100000,Пресненский,Хлебный переулок,14,Арбатская,
770,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/298614348/,Москва,sale,flat,10,28,3,62.6,-1,0,32200000,Раменки,Винницкая ,8к2,Раменки,Настоящее
771,Екатерина Абдулмянова,realtor,https://www.cian.ru/sale/flat/300110396/,Москва,sale,flat,5,5,3,71.0,-1,0,32000000,Аэропорт,Красноармейская ,8К1,Гражданская,
772,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295066559/,Москва,sale,flat,1,18,3,105.8,-1,0,32000000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
773,Кирилл Акелькин,realtor,https://www.cian.ru/sale/flat/295162048/,Москва,sale,flat,4,7,3,127.0,-1,0,32000000,Куркино,Ландышевая ,12К1,,
774,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301272813/,Москва,sale,flat,10,38,3,115.3,-1,0,32500000,Ростокино,проспект Мира,188Бк4,Ростокино,Триколор
775,Екатерина Боброва,realtor,https://www.cian.ru/sale/flat/289881261/,Москва,sale,flat,4,14,3,80.0,-1,0,32500000,Тверской,Угловой переулок,6,Менделеевская,
776,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/298529339/,Москва,sale,flat,3,7,3,105.0,-1,0,32300000,, Ясеневая,3к1,Ольховая,Дубровка
777,MadeState,real_estate_agent,https://www.cian.ru/sale/flat/298459097/,Москва,sale,flat,4,18,3,73.1,-1,0,32450000,Красносельский,Басманный переулок,5,Комсомольская,Басманный 5
778,ID 7463832,realtor,https://www.cian.ru/sale/flat/300329022/,Москва,sale,flat,12,22,3,70.0,-1,0,32500000,Филевский парк,2-я Филевская ,6,Филёвский парк,ФилиЧета-2
779,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/292548663/,Москва,sale,flat,3,8,3,112.0,-1,0,32999000,Дорогомилово,Киевская ,22,Студенческая,
780,VISTA Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298267456/,Москва,sale,flat,6,12,3,59.8,-1,0,33000000,Якиманка, Большая Якиманка,32,Октябрьская,
781,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/297087836/,Москва,sale,flat,11,42,3,73.5,-1,0,33500000,Филевский парк,Багратионовский проезд,5Ак1,Фили,Filicity
782,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299071763/,Москва,sale,flat,7,12,3,84.5,-1,0,33500000,Соколиная гора,Вельяминовская ,6,Семёновская,
783,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300371959/,Москва,sale,flat,10,11,3,82.1,-1,0,33500000,Останкинский,Березовая аллея,17к2,Ботанический сад,Green park
784,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/295005061/,Москва,sale,flat,5,58,3,67.0,-1,0,33500000,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
785,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299921587/,Москва,sale,flat,20,23,3,95.2,-1,0,33800000,Бутырский, Яблочкова,16,Тимирязевская,
786,Enkelman Development,real_estate_agent,https://www.cian.ru/sale/flat/300247583/,Москва,sale,flat,8,19,3,82.0,-1,0,33800000,Савеловский, Верхняя Масловка,28,Гражданская,
787,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301621247/,Москва,sale,flat,8,8,3,81.1,-1,0,33900000,Ломоносовский,Ленинский проспект,88К2,Новаторская,
788,Место,real_estate_agent,https://www.cian.ru/sale/flat/300750672/,Москва,sale,flat,14,25,3,69.5,-1,0,34000000,Покровское-Стрешнево,Волоколамское шоссе,81/2с2,Трикотажная,Апартаментный комплекс Level Стрешнево
789,ID 11427562,homeowner,https://www.cian.ru/sale/flat/296378038/,Москва,sale,flat,12,24,3,94.0,-1,0,34000000,Черемушки,Нахимовский проспект,31к3,Новые Черёмушки,Апарт-комплекс Нахимов
790,Правовой центр жилья,real_estate_agent,https://www.cian.ru/sale/flat/300525625/,Москва,sale,flat,6,11,3,70.6,-1,0,34300000,Пресненский,Глубокий переулок,1/2,Краснопресненская,
791,Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/299892241/,Москва,sale,flat,11,15,3,69.7,-1,0,34500000,Басманный, Новая Дорога,9к2,Электрозаводская,
792,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301166319/,Москва,sale,flat,38,46,3,55.5,-1,0,34400000,Даниловский,Дубининская ,вл59к2,Серпуховская,Павелецкая Сити
793,ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297893636/,Москва,sale,flat,15,34,3,87.0,-1,0,34500000,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус
794,МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300995760/,Москва,sale,flat,7,8,3,115.0,-1,0,34500000,Куркино,Ландышевая ,14К3,Химки,
795,Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/299567353/,Москва,sale,flat,3,3,3,89.3,-1,0,35300000,Мещанский,Большой Сухаревский переулок,5С3,Сухаревская,
796,Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/301551826/,Москва,sale,flat,12,17,3,98.5,-1,0,35000000,Даниловский,2-я оч.,к1.2,ЗИЛ,
797,Сабина Марковцова,realtor,https://www.cian.ru/sale/flat/298900582/,Москва,sale,flat,27,55,3,60.0,-1,0,35000000,Тимирязевский,Дмитровский проезд,1,Дмитровская,D1
798,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/298085132/,Москва,sale,flat,4,35,3,98.0,-1,0,35500000,Останкинский, Годовикова,11к2,Алексеевская,iLove
799,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/292152839/,Москва,sale,flat,3,5,3,82.0,-1,0,35500000,Филевский парк,Кастанаевская ,26,Филёвский парк,
800,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298529131/,Москва,sale,flat,38,51,3,66.9,-1,0,36000000,Пресненский,Шмитовский проезд,39к1,Шелепиха,Headliner
801,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299201357/,Москва,sale,flat,12,24,3,109.8,-1,0,35850000,Ховрино, Дыбенко,16К1,Ховрино,
802,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/295722404/,Москва,sale,flat,47,59,3,138.0,-1,0,36500000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
803,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/298987298/,Москва,sale,flat,5,21,3,93.0,-1,0,36500000,Алексеевский,Новоалексеевская ,16к2,Алексеевская,Серебряный фонтан
804,SKYHOUND,real_estate_agent,https://www.cian.ru/sale/flat/300493250/,Москва,sale,flat,2,7,3,87.2,-1,0,36900000,Сокол,Новопесчаная ,23к3,Зорге,
805,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300750474/,Москва,sale,flat,22,33,3,68.5,-1,0,37000000,Хорошево-Мневники,Причальный проезд,10Б,Шелепиха,Level Причальный
806,Юлия Цонева,realtor,https://www.cian.ru/sale/flat/300209992/,Москва,sale,flat,19,29,3,110.0,-1,0,36914000,Можайский,переулок 2-й Петра Алексеева,5,Кунцевская,КутузовGRAD II
807,Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/300664246/,Москва,sale,flat,6,24,3,72.2,-1,0,37500000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
808,ID 109135729,realtor,https://www.cian.ru/sale/flat/300647527/,Москва,sale,flat,9,14,3,67.0,-1,0,37493000,Раменки,,к7,Минская,Вест Гарден ЖК
809,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299166255/,Москва,sale,flat,6,24,3,72.2,-1,0,37500000,Хорошевский,Хорошевское шоссе,25Б,Хорошёвская,
810,Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298786439/,Москва,sale,flat,15,43,3,75.0,-1,0,37400000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
811,Real Estate Game,real_estate_agent,https://www.cian.ru/sale/flat/300966659/,Москва,sale,flat,26,37,3,78.0,-1,0,37200000,Раменки,Мосфильмовская ,98к2,Аминьевская,Огни
812,ID 35684254,realtor,https://www.cian.ru/sale/flat/297825979/,Москва,sale,flat,26,37,3,77.3,-1,0,37200000,Раменки,Мосфильмовская ,98к1,Аминьевская,Огни
813,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300433218/,Москва,sale,flat,23,25,3,94.7,-1,0,38000000,Кунцево,Ярцевская ,24К2,Молодёжная,Ярцевская 24
814,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300984957/,Москва,sale,flat,3,8,3,81.0,-1,0,37900000,Ломоносовский, Марии Ульяновой,15,Проспект Вернадского,
815,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301852458/,Москва,sale,flat,9,9,3,78.4,-1,0,39000000,Мещанский, Дурова,3/13,Достоевская,
816,Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/301809421/,Москва,sale,flat,2,7,3,66.3,-1,0,38700000,Тверской,1-я Брестская ,33С1,Белорусская,
817,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300653895/,Москва,sale,flat,8,59,3,128.0,-1,0,39000000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
818,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/296394216/,Москва,sale,flat,8,24,3,79.0,-1,0,38900000,Хорошево-Мневники,Шелепихинская набережная,34к4,Шелепиха,Сердце Столицы
819,Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/301550903/,Москва,sale,flat,5,7,3,95.0,-1,0,39000000,Басманный, Земляной Вал,34С4,Курская,
820,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301381552/,Москва,sale,flat,24,24,3,58.0,-1,0,39300000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
821,IZRAEV invest club,real_estate_agent,https://www.cian.ru/sale/flat/300919558/,Москва,sale,flat,25,29,3,112.0,-1,0,39350000,Очаково-Матвеевское,Аминьевское шоссе,4Дк3литБ,Аминьевская,Вестердам
822,МИР-Н,real_estate_agent,https://www.cian.ru/sale/flat/301362017/,Москва,sale,flat,16,43,3,87.0,-1,0,39500000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
823,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297834603/,Москва,sale,flat,11,38,3,109.0,-1,0,40000000,Ростокино,проспект Мира,188Бк4,Ростокино,Триколор
824,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301226574/,Москва,sale,flat,12,48,3,83.1,-1,0,40000000,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,Wellton Towers
825,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297256737/,Москва,sale,flat,8,21,3,86.1,-1,0,40000000,Филевский парк,Береговой проезд,5к3,Фили,Фили Град
826,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/288808100/,Москва,sale,flat,8,14,3,70.6,-1,0,40000000,Раменки,проспект Генерала Дорохова,39к1В,Ломоносовский проспект,Собрание клубных домов West Garden
827,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301168871/,Москва,sale,flat,8,18,3,84.0,-1,0,39900000,Раменки, Янковского,1к2,Аминьевская,Событие
828,ID 109135729,realtor,https://www.cian.ru/sale/flat/301018928/,Москва,sale,flat,13,14,3,70.9,-1,0,41000000,Раменки,,к7,Минская,Вест Гарден ЖК
829,Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/299504549/,Москва,sale,flat,2,10,3,110.0,-1,0,40800000,Басманный,Нижняя Красносельская ,35С48,Бауманская,TriBeCa APARTMENTS
830,Prime,real_estate_agent,https://www.cian.ru/sale/flat/290871147/,Москва,sale,flat,29,29,3,89.0,-1,0,41500000,Фили-Давыдково, Ивана Франко,6,Кунцевская,MainStreet
831,ID 53565021,homeowner,https://www.cian.ru/sale/flat/301722182/,Москва,sale,flat,17,23,3,102.5,-1,0,41850000,Строгино, Твардовского,14к3,Строгино,Лазурный Блюз
832,ОЛ ИНКЛЮЗИВ,real_estate_agent,https://www.cian.ru/sale/flat/301404975/,Москва,sale,flat,23,24,3,123.0,-1,0,42000000,Крылатское,Рублевское шоссе,70к7,Крылатское,Крылатский
833,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301767512/,Москва,sale,flat,33,34,3,103.0,-1,0,42000000,Останкинский, Годовикова,11к2,Алексеевская,iLove
834,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/291789707/,Москва,sale,flat,4,41,3,113.0,-1,0,42000000,Филевский парк,Багратионовский проезд,5к2,Фили,Filicity
835,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/274529656/,Москва,sale,flat,3,19,3,88.4,-1,0,42000000,Красносельский,переулок Докучаев,2с3,Сухаревская,Волга
836,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/295712746/,Москва,sale,flat,9,26,3,73.3,-1,0,43000000,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES
837,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/291456629/,Москва,sale,flat,13,26,3,76.0,-1,0,43000000,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES
838,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005747/,Москва,sale,flat,7,7,3,56.5,-1,0,43000000,Пресненский,Большая Никитская ,31,Арбатская,
839,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301258236/,Москва,sale,flat,6,27,3,101.4,-1,0,43750000,Раменки, Янковского,1к2,Аминьевская,Событие
840,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/292246278/,Москва,sale,flat,10,26,3,75.0,-1,0,44000000,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES
841,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/298063081/,Москва,sale,flat,13,23,3,82.0,-1,0,44000000,Можайский,Гжатская ,5к6,,LIFE-Кутузовский
842,Галина Розенберг,realtor,https://www.cian.ru/sale/flat/301793728/,Москва,sale,flat,10,33,3,85.0,-1,0,44900000,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,
843,Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/296462468/,Москва,sale,flat,36,51,3,85.87,-1,0,44649000,Пресненский,Шмитовский проезд,39к9,Шелепиха,Headliner
844,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301299500/,Москва,sale,flat,9,17,3,72.0,-1,0,45000000,Беговой,Северный ао,К2,Белорусская,Слава ЖК
845,Ashtons International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300461417/,Москва,sale,flat,2,16,3,117.0,-1,0,45000000,Аэропорт,Большой Коптевский проезд,10К2,Красный Балтиец,
846,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/289857578/,Москва,sale,flat,28,37,3,85.8,-1,0,45000000,Хорошево-Мневники,Шелепихинская набережная,34к1зд5,Шелепиха,Сердце Столицы
847,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/293456282/,Москва,sale,flat,15,20,3,79.0,-1,0,45000000,Пресненский,Шмитовский проезд,16С1,Улица 1905 года,Шмитовский 16
848,MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301357682/,Москва,sale,flat,11,23,3,88.4,-1,0,45000000,Рязанский,2-й Грайвороновский проезд,44к2,Стахановская,Кварталы 21/19
849,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299374465/,Москва,sale,flat,8,8,3,96.9,-1,0,46000000,Дорогомилово,Кутузовский проспект,24,Москва-Сити,
850,На Петровке Продажа-Аренда,real_estate_agent,https://www.cian.ru/sale/flat/300425115/,Москва,sale,flat,17,18,3,95.1,-1,0,46000000,Нагатинский затон,Кленовый бульвар,13,Кленовый бульвар,
851,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300074477/,Москва,sale,flat,8,15,3,86.0,-1,0,45990000,Гагаринский,Университетский проспект,5,Университет,
852,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300872415/,Москва,sale,flat,18,25,3,142.6,-1,0,46500000,Южное Тушино,Лодочная ,9К1,Сходненская,
853,TWEED,real_estate_agent,https://www.cian.ru/sale/flat/295336586/,Москва,sale,flat,11,14,3,72.9,-1,0,46900000,Раменки,проспект Генерала Дорохова,39к1Е,Минская,Собрание клубных домов West Garden
854,ID 109135729,realtor,https://www.cian.ru/sale/flat/300650911/,Москва,sale,flat,11,12,3,72.9,-1,0,46794000,Раменки,проспект Генерала Дорохова,39к1Е,Минская,Собрание клубных домов West Garden
855,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300818689/,Москва,sale,flat,13,23,3,90.8,-1,0,47000000,Басманный,набережная Академика Туполева,15,Бауманская,Каскад
856,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/246930837/,Москва,sale,flat,14,58,3,128.0,-1,0,47000000,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор
857,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297715215/,Москва,sale,flat,7,13,3,120.0,-1,0,47000000,Лефортово,шоссе Энтузиастов,3к2,Москва-Товарная,Символ
858,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/290052382/,Москва,sale,flat,3,12,3,72.7,-1,0,47000000,Раменки,проспект Генерала Дорохова,39к1Е,Минская,Собрание клубных домов West Garden
859,METRAGE,real_estate_agent,https://www.cian.ru/sale/flat/294206691/,Москва,sale,flat,5,11,3,100.0,-1,0,46990000,Дорогомилово,Кутузовский проспект,4/2,Киевская,
860,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300922355/,Москва,sale,flat,2,7,3,101.5,-1,0,47000000,Крылатское,Крылатская ,45К1,Крылатское,Долина грез
861,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/289413929/,Москва,sale,flat,49,59,3,128.0,-1,0,46892000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
862,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/300952530/,Москва,sale,flat,9,36,3,103.0,-1,0,47500000,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы
863,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299062637/,Москва,sale,flat,6,12,3,95.0,-1,0,47800000,Аэропорт,Ленинградский проспект,36с37,Динамо,ВТБ Арена парк
864,RMRealty,real_estate_agent,https://www.cian.ru/sale/flat/295969470/,Москва,sale,flat,7,38,3,82.0,-1,0,48000000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
865,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301136918/,Москва,sale,flat,25,25,3,111.0,-1,0,48400000,Якиманка,Мытная ,40к4,Октябрьская,Sky House
866,ID 105258274,unknown,https://www.cian.ru/sale/flat/290020370/,Москва,sale,flat,34,48,3,96.5,-1,0,48600000,Даниловский,Дубининская ,59А,,Павелецкая Сити
867,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298517883/,Москва,sale,flat,15,20,3,108.0,-1,0,49000000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
868,CENTURY 21 RnB Estate,real_estate_agent,https://www.cian.ru/sale/flat/299531732/,Москва,sale,flat,19,28,3,113.6,-1,0,49000000,Ломоносовский, Архитектора Власова,8,Профсоюзная,Академдом
869,SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/299059095/,Москва,sale,flat,12,28,3,103.1,-1,0,49500000,Тропарево-Никулино,улица Мичуринский проспект Олимпийская деревня,1к1,Мичуринский проспект,Чемпион парк
870,ЮВЕГА-Сити,real_estate_agent,https://www.cian.ru/sale/flat/301487576/,Москва,sale,flat,9,23,3,95.0,-1,0,49700000,Можайский,Можайское шоссе,6К1,Кунцевская,
871,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006012/,Москва,sale,flat,8,8,3,81.0,-1,0,50000000,Арбат, Арбат,51С1,Смоленская,
872,Prime,real_estate_agent,https://www.cian.ru/sale/flat/299024391/,Москва,sale,flat,9,22,3,112.0,-1,0,50000000,Можайский, Кутузова,11К4,Рабочий посёлок,Green House
873,HYDE Residences,real_estate_agent,https://www.cian.ru/sale/flat/299893202/,Москва,sale,flat,25,31,3,128.0,-1,0,49900000,Хорошево-Мневники,Карамышевская набережная,2А,Народное Ополчение,Утесов
874,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/296811013/,Москва,sale,flat,8,23,3,115.0,-1,0,50000000,Аэропорт,Часовая ,23к1,Сокол,Весна на Балтийском
875,Ali Estate,real_estate_agent,https://www.cian.ru/sale/flat/297575228/,Москва,sale,flat,3,4,3,105.0,-1,0,50000000,Сокольники,2-я Рыбинская ,13,Красносельская,Loft Garden
876,ID 107328710,realtor,https://www.cian.ru/sale/flat/301204288/,Москва,sale,flat,2,25,3,236.0,-1,0,49950000,Можайский,Можайское шоссе,2,Кунцевская,
877,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297675648/,Москва,sale,flat,7,9,3,75.6,-1,0,51000000,Хамовники,Саввинская набережная,3,Киевская,
878,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/297045342/,Москва,sale,flat,3,18,3,114.4,-1,0,51480000,Красносельский,Басманный переулок,5,Комсомольская,Басманный 5
879,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/300571581/,Москва,sale,flat,3,20,3,103.0,-1,0,52000000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
880,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301565890/,Москва,sale,flat,10,20,3,98.0,-1,0,52000000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
881,Галина Розенберг,realtor,https://www.cian.ru/sale/flat/301778123/,Москва,sale,flat,11,20,3,114.0,-1,0,53000000,Свиблово,проезд Серебрякова,11к1,Ботанический сад,Silver
882,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/294159233/,Москва,sale,flat,10,24,3,80.0,-1,0,52900000,Хорошево-Мневники,Шелепихинская набережная,34к4зд8,Шелепиха,Сердце Столицы
883,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005751/,Москва,sale,flat,7,7,3,71.0,-1,0,53500000,Пресненский,Большая Никитская ,31,Арбатская,
884,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/294166436/,Москва,sale,flat,13,24,3,74.5,-1,0,53900000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
885,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/299837994/,Москва,sale,flat,32,38,3,76.0,-1,0,54000000,Щукино,Авиационная ,79В,Щукинская,Алые Паруса
886,Инна Елисеева,realtor,https://www.cian.ru/sale/flat/301737620/,Москва,sale,flat,15,32,3,68.7,-1,0,54000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
887,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/301386588/,Москва,sale,flat,12,24,3,123.0,-1,0,54900000,Тропарево-Никулино, Коштоянца,20К3,Юго-Западная,
888,MadeState,real_estate_agent,https://www.cian.ru/sale/flat/297774449/,Москва,sale,flat,5,23,3,94.3,-1,0,55000000,Обручевский,Профсоюзная ,68к1,Новые Черёмушки,Родной город. Воронцовский парк
889,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734738/,Москва,sale,flat,9,15,3,100.2,-1,0,55000000,Раменки,Винницкая ,8к2,Раменки,Настоящее
890,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734736/,Москва,sale,flat,10,15,3,100.2,-1,0,55000000,Раменки,Винницкая ,8к2,Раменки,Настоящее
891,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301669591/,Москва,sale,flat,10,14,3,74.0,-1,0,55000000,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
892,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301658279/,Москва,sale,flat,12,30,3,111.0,-1,0,55000000,Очаково-Матвеевское,Нежинская ,1к4,Славянский бульвар,Кутузовская Ривьера
893,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299316746/,Москва,sale,flat,4,22,3,114.0,-1,0,55000000,Ломоносовский, Академика Пилюгина,22К1,Новаторская,
894,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/296710178/,Москва,sale,flat,22,31,3,83.0,-1,0,55000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
895,ID 101798981,homeowner,https://www.cian.ru/sale/flat/300023684/,Москва,sale,flat,15,28,3,100.0,-1,0,55000000,Филевский парк,Береговой проезд,1А,Шелепиха,мой адрес На Береговом
896,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301224052/,Москва,sale,flat,3,15,3,100.0,-1,0,55900000,Алексеевский,Маломосковская ,14,ВДНХ,1147
897,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301617069/,Москва,sale,flat,5,17,3,127.2,-1,0,56000000,Ломоносовский, Гарибальди,3,Новые Черёмушки,
898,Римма Азарова,realtor,https://www.cian.ru/sale/flat/301793737/,Москва,sale,flat,1,6,3,78.8,-1,0,57400000,Мещанский,Большой Сергиевский переулок,9,Трубная,
