,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
214,Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680588/,Москва,sale,flat,15,21,3,83.7,-1,0,120000000,Пресненский,Мантулинская ,9к1,Деловой центр,City Park
215,Enkelman Development,real_estate_agent,https://www.cian.ru/sale/flat/300878279/,Москва,sale,flat,3,12,3,63.0,-1,0,18500000,Теплый Стан, Островитянова,16К2,Коньково,
216,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299244990/,Москва,sale,flat,21,25,3,113.5,-1,0,60000000,Раменки, Янковского,1к1,Аминьевская,Событие
217,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294051481/,Москва,sale,flat,6,8,3,142.8,-1,0,214000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
218,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301563497/,Москва,sale,flat,2,12,3,62.6,-1,0,14800000,Марьино,Донецкая ,26,Курьяново,
219,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/295467317/,Москва,sale,flat,3,6,3,159.0,-1,0,290000000,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
220,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301632819/,Москва,sale,flat,25,37,3,114.0,-1,0,80000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
221,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296403911/,Москва,sale,flat,2,6,3,121.0,-1,0,50900000,Покровское-Стрешнево,Береговая ,4К2,Стрешнево,Покровский берег
222,Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/294622608/,Москва,sale,flat,5,6,3,160.0,-1,0,197000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
223,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296838583/,Москва,sale,flat,3,21,3,92.12,-1,0,95000000,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky
224,BERI,real_estate_agent,https://www.cian.ru/sale/flat/297363627/,Москва,sale,flat,4,6,3,75.0,-1,0,56890000,Хамовники,переулок Плотников,10,Смоленская,
225,EXCLUSIVE CITY,real_estate_agent,https://www.cian.ru/sale/flat/301402981/,Москва,sale,flat,30,73,3,185.0,-1,0,95000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
226,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/296574070/,Москва,sale,flat,2,6,3,93.8,-1,0,90000000,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
227,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/296718477/,Москва,sale,flat,3,9,3,51.0,-1,0,15500000,Новогиреево, Алексея Дикого,16А,Новогиреево,
228,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/295271852/,Москва,sale,flat,2,7,3,94.0,-1,0,153000000,Пресненский,Малый Кисловский переулок,3,Арбатская,Рахманинов
229,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/284613296/,Москва,sale,flat,14,20,3,94.0,-1,0,53000000,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO
230,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301217081/,Москва,sale,flat,2,13,3,121.0,-1,0,45990000,Пресненский,Большая Грузинская ,39,Белорусская,
231,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297872122/,Москва,sale,flat,7,9,3,160.8,-1,0,293836479,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
232,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300855497/,Москва,sale,flat,30,30,3,94.0,-1,0,33000000,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
233,ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/301308933/,Москва,sale,flat,6,9,3,59.0,-1,0,16400000,Хорошево-Мневники, Демьяна Бедного,4,Народное Ополчение,
234,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380706/,Москва,sale,flat,2,9,3,86.0,-1,0,95700000,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической
235,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/291318309/,Москва,sale,flat,7,20,3,93.0,-1,0,99000000,Пресненский,Мантулинская ,9к5,Деловой центр,City Park
236,ШАРАПОВ,real_estate_agent,https://www.cian.ru/sale/flat/287259695/,Москва,sale,flat,5,16,3,65.4,-1,0,12200000,Выхино-Жулебино,Ферганский проезд,15/189,Юго-Восточная,
237,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/292755587/,Москва,sale,flat,2,8,3,94.1,-1,0,153000000,Пресненский,Малый Кисловский переулок,3,Арбатская,Рахманинов
238,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295066683/,Москва,sale,flat,2,6,3,126.0,-1,0,215000000,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
239,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299859361/,Москва,sale,flat,4,9,3,63.4,-1,0,16900000,Коньково, Островитянова,19/22,Коньково,
240,Метриум-Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/292805935/,Москва,sale,flat,2,8,3,94.1,-1,0,153000000,Пресненский,Малый Кисловский переулок,3,Арбатская,Рахманинов
241,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/299069947/,Москва,sale,flat,3,5,3,112.7,-1,0,85000000,Хамовники,Комсомольский проспект,42С2,Спортивная,Clerkenwell House
242,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300605270/,Москва,sale,flat,14,20,3,132.5,-1,0,110000000,Гагаринский, Косыгина,13к1,Воробьёвы горы,Фамильный дом Воробьево
243,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006030/,Москва,sale,flat,2,8,3,132.6,-1,0,348930819,Пресненский,Богословский переулок,12А,Пушкинская,Сытинский
244,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294741490/,Москва,sale,flat,2,7,3,87.0,-1,0,95700000,Таганский,Серебряническая набережная,11,Китай-город,Титул на Серебрянической
245,Delight  Realty,real_estate_agent,https://www.cian.ru/sale/flat/300016466/,Москва,sale,flat,2,4,3,87.1,-1,0,49500000,Тверской,Воротниковский переулок,7С4,Маяковская,
246,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/294650811/,Москва,sale,flat,4,6,3,170.0,-1,0,250000000,Хамовники,Гагаринский переулок,24/7С2,Кропоткинская,Власьевская Слобода
247,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299690994/,Москва,sale,flat,2,5,3,123.0,-1,0,307610064,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
248,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/301254689/,Москва,sale,flat,7,22,3,92.0,-1,0,18890000,Бирюлево Восточное,6-я Радиальная ,вл7к28,Царицыно,Царицыно-2
249,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/295848895/,Москва,sale,flat,2,6,3,118.7,-1,0,214999900,Хамовники,переулок Хилков,5,Парк Культуры,Особняк в Хилковом переулке
250,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294031984/,Москва,sale,flat,5,7,3,160.0,-1,0,183000000,Якиманка, Большая Полянка,44/2,Полянка,Полянка/44
251,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/282555064/,Москва,sale,flat,2,18,3,70.0,-1,0,29950000,Беговой,Ленинградский проспект,29к3,Динамо,Царская площадь
252,Liberty Estate,real_estate_agent,https://www.cian.ru/sale/flat/295915324/,Москва,sale,flat,12,59,3,167.0,-1,0,59990000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
253,ID 86550588,homeowner,https://www.cian.ru/sale/flat/301848672/,Москва,sale,flat,2,5,3,98.4,-1,0,25800000,Южнопортовый,Южнопортовая ,18,Кожуховская,
254,Yhome,real_estate_agent,https://www.cian.ru/sale/flat/299335798/,Москва,sale,flat,4,23,3,96.0,-1,0,57000000,Обручевский,Профсоюзная ,68к3,Новые Черёмушки,Родной город. Воронцовский парк
255,ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301062471/,Москва,sale,flat,5,6,3,161.1,-1,0,197000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
256,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/296698115/,Москва,sale,flat,2,5,3,123.0,-1,0,307610064,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
257,Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/301081354/,Москва,sale,flat,7,12,3,64.9,-1,0,19900000,Бутырский, Милашенкова,17,Фонвизинская,
258,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/301311785/,Москва,sale,flat,2,8,3,132.6,-1,0,348930819,Пресненский,Богословский переулок,12А,Пушкинская,Сытинский
259,ALVO Group,real_estate_agent,https://www.cian.ru/sale/flat/294374478/,Москва,sale,flat,47,95,3,184.0,-1,0,199000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
260,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301509900/,Москва,sale,flat,6,12,3,63.4,-1,0,19000000,Головинский,Онежская ,12К2,Коптево,
261,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/294651840/,Москва,sale,flat,5,12,3,136.9,-1,0,209000000,Хамовники, Усачева,13кГ,Спортивная,Садовые кварталы
262,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298909594/,Москва,sale,flat,4,4,3,130.0,-1,0,215000000,Басманный,Потаповский переулок,6,Чистые пруды,Абрикосов
263,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/286620185/,Москва,sale,flat,5,6,3,78.1,-1,0,68867924,Тверской,1-я Тверская-Ямская ,18,Маяковская,
264,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297881966/,Москва,sale,flat,2,12,3,62.7,-1,0,16300000,Бутырский, Милашенкова,12,Фонвизинская,
265,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299138596/,Москва,sale,flat,13,22,3,110.0,-1,0,45000000,Сокольники,проезд Попов,4,Электрозаводская,
266,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298372126/,Москва,sale,flat,12,14,3,124.0,-1,0,115000000,Даниловский,набережная Марка Шагала,1к2,ЗИЛ,ЗИЛАРТ
267,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299889344/,Москва,sale,flat,9,17,3,71.0,-1,0,16900000,Новокосино,Суздальская ,10К3,Новокосино,
268,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299595703/,Москва,sale,flat,23,25,3,83.6,-1,0,22500000,Чертаново Центральное, Красного Маяка,15,Пражская,
269,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/301065658/,Москва,sale,flat,21,24,3,87.1,-1,0,62000000,Хорошево-Мневники,Живописная ,21А,Народное Ополчение,Дом Серебряный Бор
270,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/296307746/,Москва,sale,flat,7,17,3,76.0,-1,0,13000000,, Текстильщиков,2,Крёкшино,
271,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297423705/,Москва,sale,flat,3,3,3,160.0,-1,0,195000000,Якиманка,3-й Кадашевский переулок,7-9С1,Третьяковская,Кадашевские палаты
272,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/300744236/,Москва,sale,flat,4,11,3,76.5,-1,0,49000000,Свиблово,Лазоревый проезд,1,Ботанический сад,LIFE-Ботанический сад
273,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/296210557/,Москва,sale,flat,5,9,3,58.7,-1,0,13000000,Бибирево,Белозерская ,11Б,Бибирево,
274,ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/292643004/,Москва,sale,flat,10,34,3,120.0,-1,0,45900000,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус
275,ZIMENS недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300068326/,Москва,sale,flat,9,9,3,137.0,-1,0,75000000,Тверской,2-я Тверская-Ямская ,54,Белорусская,
276,Delight  Realty,real_estate_agent,https://www.cian.ru/sale/flat/298963566/,Москва,sale,flat,3,7,3,163.0,-1,0,218000000,Хамовники,Сеченовский переулок,3,Парк Культуры,Light House
277,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298002956/,Москва,sale,flat,1,3,3,123.0,-1,0,99000000,Марьина роща,1-я Ямская ,6,Марьина Роща,Премиум-квартал JAZZ
278,Метриум-Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/290778903/,Москва,sale,flat,24,44,3,69.0,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
279,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299166516/,Москва,sale,flat,14,14,3,78.0,-1,0,16800000,Некрасовка, Маршала Еременко,5к3,Некрасовка,В некрасовке-2 (2 очередь)
280,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299237057/,Москва,sale,flat,13,21,3,61.0,-1,0,42800000,Басманный, Земляной Вал,37,Чкаловская,Дом Chkalov
281,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300149305/,Москва,sale,flat,14,17,3,119.0,-1,0,79000000,Арбат, Новый Арбат,29,Смоленская,
282,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/295413844/,Москва,sale,flat,13,18,3,89.9,-1,0,76000000,Даниловский, Серпуховский Вал,21,Шаболовская,Донской Олимп
283,BY Moscow City,real_estate_agent,https://www.cian.ru/sale/flat/294462390/,Москва,sale,flat,45,75,3,220.0,-1,0,97000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
284,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301166183/,Москва,sale,flat,2,9,3,59.7,-1,0,19900000,Тимирязевский,Дмитровское шоссе,43К1,Петровско-Разумовская,
285,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300640749/,Москва,sale,flat,10,25,3,77.0,-1,0,40000000,Тропарево-Никулино,Никулинская ,8к3,Озёрная,Квартал на Никулинской
286,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299880315/,Москва,sale,flat,7,10,3,91.9,-1,0,57000000,Арбат,Новинский бульвар,12,Смоленская,
287,Оксана Васильева,realtor,https://www.cian.ru/sale/flat/300623539/,Москва,sale,flat,21,25,3,77.4,-1,0,22900000,Очаково-Матвеевское,Большая Очаковская ,3,Аминьевская,Мичурино
288,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300018508/,Москва,sale,flat,8,14,3,92.1,-1,0,90800000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
289,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299654561/,Москва,sale,flat,5,6,3,160.0,-1,0,197000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
290,АБ Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/300099663/,Москва,sale,flat,2,9,3,58.3,-1,0,12700000,Чертаново Южное,Россошанский проезд,5К1,Улица Академика Янгеля,
291,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294928648/,Москва,sale,flat,4,9,3,59.0,-1,0,15600000,Чертаново Центральное,Днепропетровская ,29,Пражская,
292,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297238264/,Москва,sale,flat,7,16,3,82.0,-1,0,19599000,Можайский,Вяземская ,12к1,Сетунь,
293,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300615233/,Москва,sale,flat,4,21,3,99.0,-1,0,140000000,Якиманка,Донская ,14,Шаболовская,Медный 3.14
294,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/294361246/,Москва,sale,flat,18,25,3,98.0,-1,0,64900000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
295,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298214250/,Москва,sale,flat,5,7,3,104.0,-1,0,155000000,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
296,BERI,real_estate_agent,https://www.cian.ru/sale/flat/297427667/,Москва,sale,flat,8,14,3,76.5,-1,0,37490000,Якиманка,Калужская площадь,1К1,Октябрьская,
297,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/296514916/,Москва,sale,flat,4,15,3,121.1,-1,0,84770000,Пресненский,Зоологическая ,30С2,Баррикадная,
298,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/300114603/,Москва,sale,flat,10,11,3,105.1,-1,0,151417611,Дорогомилово,Кутузовский проспект,12,Москва-Сити,Кутузовский XII
299,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301769726/,Москва,sale,flat,11,35,3,92.0,-1,0,63800000,Останкинский, Годовикова,11к2,Алексеевская,iLove
300,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/291292047/,Москва,sale,flat,11,12,3,111.1,-1,0,78900000,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
301,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/sale/flat/288318449/,Москва,sale,flat,2,6,3,156.0,-1,0,431572329,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5
302,Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299236242/,Москва,sale,flat,37,58,3,129.0,-1,0,44900000,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор
303,LaRichesse,real_estate_agent,https://www.cian.ru/sale/flat/298254234/,Москва,sale,flat,1,9,3,60.2,-1,0,12000000,Коньково, Бутлерова,4К3,Беляево,
304,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/284310333/,Москва,sale,flat,4,5,3,73.7,-1,0,73459119,Мещанский,Большой Сергиевский переулок,18,Трубная,
305,Friends,real_estate_agent,https://www.cian.ru/sale/flat/301066540/,Москва,sale,flat,17,48,3,120.0,-1,0,54450000,Щукино,Авиационная ,79К1,Щукинская,Алые Паруса
306,Елена Иванова,realtor,https://www.cian.ru/sale/flat/301563668/,Москва,sale,flat,10,15,3,67.9,-1,0,48900000,Беговой,Северный ао,к3,Белорусская,Слава ЖК
307,RND,real_estate_agent,https://www.cian.ru/sale/flat/301271110/,Москва,sale,flat,10,11,3,105.0,-1,0,143500000,Дорогомилово,Кутузовский проспект,12,Москва-Сити,Кутузовский XII
308,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005946/,Москва,sale,flat,5,6,3,124.0,-1,0,67490000,Тверской, Малая Дмитровка,23/15С2,Пушкинская,
309,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/295104122/,Москва,sale,flat,22,53,3,130.0,-1,0,100000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
310,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301136080/,Москва,sale,flat,13,25,3,88.4,-1,0,88000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
311,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/295715441/,Москва,sale,flat,11,14,3,82.7,-1,0,17400000,Южное Бутово, Горчакова,1К3,Улица Горчакова,
312,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298515260/,Москва,sale,flat,13,20,3,108.0,-1,0,47950000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
313,HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296422373/,Москва,sale,flat,12,59,3,166.0,-1,0,59990000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
314,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301303399/,Москва,sale,flat,19,22,3,114.7,-1,0,67500000,Донской, Вавилова,2,Ленинский проспект,Нескучный сад
315,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298466120/,Москва,sale,flat,12,12,3,81.2,-1,0,67900000,Сокол, Врубеля,4к1,Сокол,
316,Артем Ченцов,realtor,https://www.cian.ru/sale/flat/292130333/,Москва,sale,flat,4,30,3,72.2,-1,0,33000000,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
317,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301309140/,Москва,sale,flat,14,17,3,73.0,-1,0,20500000,Головинский,Онежская ,22,Коптево,
318,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300689200/,Москва,sale,flat,2,18,3,153.7,-1,0,49600000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
319,BY Moscow City,real_estate_agent,https://www.cian.ru/sale/flat/294466907/,Москва,sale,flat,44,65,3,96.0,-1,0,74000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
320,Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296970042/,Москва,sale,flat,18,40,3,85.0,-1,0,43500000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
321,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299557337/,Москва,sale,flat,8,18,3,75.5,-1,0,38500000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
322,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301852385/,Москва,sale,flat,10,39,3,86.5,-1,0,30490000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
323,MERSI,real_estate_agent,https://www.cian.ru/sale/flat/301081889/,Москва,sale,flat,16,22,3,96.9,-1,0,41000000,Кунцево,Молодогвардейская ,2К1,Кунцевская,
324,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297630559/,Москва,sale,flat,5,7,3,182.0,-1,0,280000000,Таганский,Котельническая набережная,21,Таганская,Симфония набережных
325,Estes,real_estate_agent,https://www.cian.ru/sale/flat/301217579/,Москва,sale,flat,21,24,3,110.55,-1,0,48000000,Дмитровский,Дмитровское шоссе,107к4,Яхромская,Летний сад
326,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/299992195/,Москва,sale,flat,4,17,3,73.5,-1,0,13250000,Некрасовка,Рождественская ,21к5,Некрасовка,
327,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/286850576/,Москва,sale,flat,5,22,3,58.0,-1,0,24700000,Хорошевский, Зорге,9,Полежаевская,Зорге 9
328,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006070/,Москва,sale,flat,4,12,3,100.0,-1,0,100000000,Пресненский,Большой Палашевский переулок,3,Пушкинская,
329,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301215055/,Москва,sale,flat,15,22,3,76.9,-1,0,20000000,Люблино,Новороссийская ,34,Люблино,
330,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297307916/,Москва,sale,flat,3,7,3,95.7,-1,0,140000000,Замоскворечье,Садовническая ,57С2,Новокузнецкая,Wine House
331,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297831958/,Москва,sale,flat,17,21,3,120.0,-1,0,108000000,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky
332,ID 72702240,homeowner,https://www.cian.ru/sale/flat/300909559/,Москва,sale,flat,6,9,3,51.0,-1,0,13400000,Орехово-Борисово Южное,Ясеневая ,6,Домодедовская,
333,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/285996127/,Москва,sale,flat,3,10,3,110.4,-1,0,97500000,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
334,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/292979032/,Москва,sale,flat,2,4,3,219.2,-1,0,563064154,Видовая кв-ра в е Золотой мили3-комн. квартира,2/4 этаж,2/4 этаж,,
335,Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/293806073/,Москва,sale,flat,9,9,3,86.6,-1,0,57500000,Басманный, Земляной Вал,25,Курская,
336,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/298324265/,Москва,sale,flat,2,7,3,97.1,-1,0,44900000,Донской,Ленинский проспект,35,Ленинский проспект,
337,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299063762/,Москва,sale,flat,5,5,3,174.6,-1,0,86000000,Академический, Дмитрия Ульянова,31,Академическая,Пирамида
338,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380851/,Москва,sale,flat,26,57,3,262.0,-1,0,321383649,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
339,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/283955759/,Москва,sale,flat,3,8,3,100.5,-1,0,108840710,Красносельский,Милютинский переулок,3,Лубянка,
340,Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/299010369/,Москва,sale,flat,4,17,3,52.6,-1,0,17000000,, Лобановский Лес,13,Прокшино,Прокшино
341,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301251594/,Москва,sale,flat,1,19,3,100.0,-1,0,45000000,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы
342,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296083608/,Москва,sale,flat,2,11,3,135.0,-1,0,119000000,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре
343,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300425289/,Москва,sale,flat,17,32,3,84.0,-1,0,83000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
344,Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301573903/,Москва,sale,flat,5,6,3,80.0,-1,0,75000000,Пресненский,Мерзляковский переулок,5/1,Арбатская,
345,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300191551/,Москва,sale,flat,5,23,3,98.3,-1,0,60000000,Щукино, Расплетина,22к2,Октябрьское поле,Северная Звезда
346,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297885911/,Москва,sale,flat,11,21,3,90.0,-1,0,99989000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
347,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/298879818/,Москва,sale,flat,14,16,3,64.7,-1,0,20300000,Донской,Загородное шоссе,3К3,Крымская,
348,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/269129840/,Москва,sale,flat,6,18,3,113.4,-1,0,46000000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
349,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300110733/,Москва,sale,flat,4,12,3,100.0,-1,0,100000000,Пресненский,Большой Палашевский переулок,3,Пушкинская,
350,Юлия Иванова,realtor,https://www.cian.ru/sale/flat/299924635/,Москва,sale,flat,11,29,3,76.0,-1,0,43300000,Даниловский, Виктора Маслова,2,Автозаводская,RiverSky
351,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/299607153/,Москва,sale,flat,5,6,3,105.0,-1,0,120000000,Басманный, Машкова,6С1,Красные ворота,
